user_id,budget_weight,safety_weight,youth_weight,centrality_weight,situation_student,situation_young_professional,situation_professional,situation_other,stay_short_term,stay_medium_term,stay_long_term,norm_rent,norm_crime,norm_youth,norm_centrality,borough,raw_score,score
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9141438184898176,0.4434215628981948,0.2320350489300102,0.0,croydon,0.3562222255126898,0
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.3312674060691364,0
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.8644485780648019,1
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8099024251552216,0.5746850655594733,0.2471746022061347,0.0,hillingdon,0.38697160472510117,0
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6193834361128581,0.5884576303521685,0.2773620625549475,0.0,hounslow,0.37099537811890626,0
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3553777212126848,0.5383208051938632,0.8497174866174524,0.6666666666666667,islington,0.8327829483998485,1
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6773308829498907,0.4736297407172528,1.0,kensington and chelsea,0.8793919026376639,1
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4402319835438794,0.9951338936698334,0.0,0.0,richmond upon thames,0.3895125642692979,0
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4174188145278414,0.4351323271144774,1.0,0.6666666666666667,tower hamlets,0.8550920958948947,1
2,0.1556126199824209,0.3225766039644921,0.20569730443534537,0.3161134716177415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4180924430057542,0.5894103940889073,0.8120471280839539,0.6666666666666667,wandsworth,0.8475067295924384,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5970417601544588,0.5427933910457408,0.2335793531785356,0.0,barnet,0.5416841476022128,0
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8099024251552216,0.6353277193573899,0.0579601625904596,0.0,bromley,0.5541832737597244,0
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2208705619641194,0.5989951070778086,0.968697893321282,1.0,city of london,0.7097740729215645,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5882407931769291,0.5010578942615509,0.3106127599525884,0.3333333333333333,ealing,0.5575895234940064,0
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.5487725229579004,0
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.703853458591778,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3553777212126848,0.5383208051938632,0.8497174866174524,0.6666666666666667,islington,0.6910610855797633,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6773308829498907,0.4736297407172528,1.0,kensington and chelsea,0.4986186994564283,0
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4950576994869499,0.4255852053682297,0.8402751544031536,0.6666666666666667,lambeth,0.7009446967468158,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7638988583181289,0.4002134490645516,0.5963634757620887,0.3333333333333333,newham,0.6806431015574991,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4402319835438794,0.9951338936698334,0.0,0.0,richmond upon thames,0.5117808799815905,0
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4174188145278414,0.4351323271144774,1.0,0.6666666666666667,tower hamlets,0.7379801449202414,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4180924430057542,0.5894103940889073,0.8120471280839539,0.6666666666666667,wandsworth,0.7043571895935716,1
3,0.4556227146278187,0.20022188627033272,0.34415539910184856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1070499032205272,0.0,0.7002505568694543,1.0,westminster,0.46835939673257515,0
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5970417601544588,0.5427933910457408,0.2335793531785356,0.0,barnet,0.5654555866895896,0
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8099024251552216,0.6353277193573899,0.0579601625904596,0.0,bromley,0.5795976472292212,0
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2208705619641194,0.5989951070778086,0.968697893321282,1.0,city of london,0.7951386211594246,1
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5882407931769291,0.5010578942615509,0.3106127599525884,0.3333333333333333,ealing,0.5970978050190004,0
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.5698824512217728,0
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4565464026391196,0.4724387272544146,0.7263590591646115,0.6666666666666667,hackney,0.7206466603334135,1
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.7741373773862334,1
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3553777212126848,0.5383208051938632,0.8497174866174524,0.6666666666666667,islington,0.7550118823496476,1
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6773308829498907,0.4736297407172528,1.0,kensington and chelsea,0.584442774980696,0
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4950576994869499,0.4255852053682297,0.8402751544031536,0.6666666666666667,lambeth,0.7589542918691383,1
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4402319835438794,0.9951338936698334,0.0,0.0,richmond upon thames,0.555015931499002,0
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4174188145278414,0.4351323271144774,1.0,0.6666666666666667,tower hamlets,0.7981884773389925,1
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4180924430057542,0.5894103940889073,0.8120471280839539,0.6666666666666667,wandsworth,0.7700012785681463,1
4,0.4505457714016109,0.14591431479021869,0.35272224355407494,0.05081767025409552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1070499032205272,0.0,0.7002505568694543,1.0,westminster,0.5246325183039345,0
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5970417601544588,0.5427933910457408,0.2335793531785356,0.0,barnet,0.4747058300183536,0
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2208705619641194,0.5989951070778086,0.968697893321282,1.0,city of london,0.834158533882043,1
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9141438184898176,0.4434215628981948,0.2320350489300102,0.0,croydon,0.4215314408736781,0
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.4574921072503168,0
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.8091912029329673,1
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8099024251552216,0.5746850655594733,0.2471746022061347,0.0,hillingdon,0.5155060209381881,0
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6193834361128581,0.5884576303521685,0.2773620625549475,0.0,hounslow,0.5142257103799138,0
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6773308829498907,0.4736297407172528,1.0,kensington and chelsea,0.845082041050388,1
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6288739141142896,1.0,0.2236868700565903,0.0,kingston upon thames,0.8265472454010498,1
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5603465293144854,0.9118064600815764,0.2955629739821864,0.0,merton,0.7588130718514727,1
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7638988583181289,0.4002134490645516,0.5963634757620887,0.3333333333333333,newham,0.5000580161730587,0
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4402319835438794,0.9951338936698334,0.0,0.0,richmond upon thames,0.7941904853684197,1
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9005138833086701,0.9338196121548742,0.099360604559347,0.0,sutton,0.7873006826690445,1
5,0.07265971901604588,0.5659304521639875,0.06671375632026016,0.2946960724997065,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1070499032205272,0.0,0.7002505568694543,1.0,westminster,0.34919063340252016,0
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9414005877403674,0.7163804686272652,0.2581264144188741,0.0,barking and dagenham,0.690230910300368,1
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5970417601544588,0.5427933910457408,0.2335793531785356,0.0,barnet,0.5499350889484693,0
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8306348242117387,0.1326361703686967,0.0,bexley,0.6950696686238002,1
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.276477901754108,0.3937574084372621,0.644200687418245,1.0,camden,0.5661168641486176,0
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2208705619641194,0.5989951070778086,0.968697893321282,1.0,city of london,0.6877574907912323,1
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5882407931769291,0.5010578942615509,0.3106127599525884,0.3333333333333333,ealing,0.5672005275895309,0
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.5636859794218989,0
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.6920078626272614,1
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6773308829498907,0.4736297407172528,1.0,kensington and chelsea,0.5009172556766863,0
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4402319835438794,0.9951338936698334,0.0,0.0,richmond upon thames,0.5362250902017528,0
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4174188145278414,0.4351323271144774,1.0,0.6666666666666667,tower hamlets,0.7098208238842251,1
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8349778292655687,0.6380108595498679,0.3789218837988574,0.3333333333333333,waltham forest,0.6849765642448953,1
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4180924430057542,0.5894103940889073,0.8120471280839539,0.6666666666666667,wandsworth,0.6891709372747967,1
6,0.4788172484138131,0.21452471998418549,0.28695579064934545,0.019702240952656068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1070499032205272,0.0,0.7002505568694543,1.0,westminster,0.45049055261068716,0
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5970417601544588,0.5427933910457408,0.2335793531785356,0.0,barnet,0.49387542411081187,0
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2208705619641194,0.5989951070778086,0.968697893321282,1.0,city of london,0.9184141240083805,1
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9141438184898176,0.4434215628981948,0.2320350489300102,0.0,croydon,0.44312632700800303,0
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.4767563310031039,0
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.8747478036761538,1
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8099024251552216,0.5746850655594733,0.2471746022061347,0.0,hillingdon,0.5379654756020419,0
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6193834361128581,0.5884576303521685,0.2773620625549475,0.0,hounslow,0.5351015138057881,0
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6773308829498907,0.4736297407172528,1.0,kensington and chelsea,0.9188706184592583,1
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6288739141142896,1.0,0.2236868700565903,0.0,kingston upon thames,0.8524151107462418,1
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7638988583181289,0.4002134490645516,0.5963634757620887,0.3333333333333333,newham,0.544308005425687,0
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4402319835438794,0.9951338936698334,0.0,0.0,richmond upon thames,0.813675325442299,1
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9005138833086701,0.9338196121548742,0.099360604559347,0.0,sutton,0.8133067204180942,1
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4180924430057542,0.5894103940889073,0.8120471280839539,0.6666666666666667,wandsworth,0.7976166290401925,1
7,0.0848424496709482,0.48012111784477696,0.08466652284534938,0.35036990963892556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1070499032205272,0.0,0.7002505568694543,1.0,westminster,0.4187400654358493,0
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5970417601544588,0.5427933910457408,0.2335793531785356,0.0,barnet,0.45221081242119693,0
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8099024251552216,0.6353277193573899,0.0579601625904596,0.0,bromley,0.5092026126536973,0
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.276477901754108,0.3937574084372621,0.644200687418245,1.0,camden,0.7773063159298148,1
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2208705619641194,0.5989951070778086,0.968697893321282,1.0,city of london,0.9570834505333904,1
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9141438184898176,0.4434215628981948,0.2320350489300102,0.0,croydon,0.41042184400954007,0
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.43430870521331677,0
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.8776893170533007,1
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8099024251552216,0.5746850655594733,0.2471746022061347,0.0,hillingdon,0.49351803855033016,0
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6193834361128581,0.5884576303521685,0.2773620625549475,0.0,hounslow,0.4912241866340723,0
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3553777212126848,0.5383208051938632,0.8497174866174524,0.6666666666666667,islington,0.7780483671082844,1
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6773308829498907,0.4736297407172528,1.0,kensington and chelsea,0.924901834298681,1
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6288739141142896,1.0,0.2236868700565903,0.0,kingston upon thames,0.7658988323563047,1
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4180924430057542,0.5894103940889073,0.8120471280839539,0.6666666666666667,wandsworth,0.8130344974776171,1
8,0.08299626652523301,0.48326296642266814,0.13609059369170395,0.29765017336039495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1070499032205272,0.0,0.7002505568694543,1.0,westminster,0.5018324296768966,0
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5970417601544588,0.5427933910457408,0.2335793531785356,0.0,barnet,0.3578852639723884,0
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8099024251552216,0.6353277193573899,0.0579601625904596,0.0,bromley,0.3738017043060679,0
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.276477901754108,0.3937574084372621,0.644200687418245,1.0,camden,0.8575842772198496,1
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2208705619641194,0.5989951070778086,0.968697893321282,1.0,city of london,1.0078516148330152,1
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9141438184898176,0.4434215628981948,0.2320350489300102,0.0,croydon,0.39774136002384175,0
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.738186844373351,0.5127441445779846,0.1668217271761538,0.0,enfield,0.35845569179134307,0
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3905053508812242,0.6959429352600297,0.7690956299954023,0.6666666666666667,hammersmith and fulham,0.8481386145230968,1
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8099024251552216,0.5746850655594733,0.2471746022061347,0.0,hillingdon,0.4172938497443487,0
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6193834361128581,0.5884576303521685,0.2773620625549475,0.0,hounslow,0.3897069647352859,0
9,0.21612128969054534,0.2835922373149121,0.22074682793140213,0.2795396450631403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3553777212126848,0.5383208051938632,0.8497174866174524,0.6666666666666667,islington,0.8217055781530168,1
